method,rank_cap,alpha,n,fit_budget,representation,input_mode,group,level_pX_mae,level_v_mae,projected_level_pX_mae,projected_level_v_mae,delta_pX_mae,delta_v_mae,delta_pX_q95,delta_v_q95,panel,noise_replicas,noise_indices,block_count,training_seed_count,paired_block_coverage
B2_RANDOM_Q,FULL,0.01,exact,8,per_prompt,actual_d,0,8.327096400577278e-05,0.00027673680712348846,8.327096400577213e-05,0.0002767368071234886,8.327096400577284e-05,0.0002767368071234884,0.0002749650724461934,0.0009354715521203964,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B2_RANDOM_Q,FULL,0.01,exact,8,per_prompt,actual_d,1,8.532733879501902e-05,0.00027875573726511365,8.532733879501763e-05,0.00027875573726511283,8.532733879501913e-05,0.00027875573726511365,0.00028249106474084653,0.00095618189476184,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B2_RANDOM_Q,FULL,0.01,exact,8,per_prompt,actual_d,2,6.83843160438697e-05,0.0002842879761560265,6.838431604386943e-05,0.0002842879761560255,6.83843160438698e-05,0.00028428797615602655,0.00020992355171467104,0.0009404808442978497,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B2_RANDOM_Q,FULL,0.01,exact,8,per_prompt,actual_d,3,7.079036445264675e-05,0.0002880834400292916,7.079036445264572e-05,0.00028808344002929155,7.079036445264671e-05,0.0002880834400292915,0.00020785378499374048,0.0009533441552426032,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B2_RANDOM_Q,FULL,0.01,exact,8,per_prompt,actual_d,4,6.507020199287246e-05,0.00027028706496899066,6.5070201992871e-05,0.0002702870649689895,6.507020199287243e-05,0.00027028706496899066,0.00022123045826546268,0.0009102832712650237,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B2_RANDOM_Q,FULL,0.01,exact,8,per_prompt,actual_d,5,6.720034874635038e-05,0.00027357796466007133,6.720034874634962e-05,0.0002735779646600712,6.72003487463504e-05,0.00027357796466007133,0.000220533209819931,0.0009361167571453251,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B3_UPDATE_PCA,0,0.0,exact,8,per_prompt,actual_d,0,0.001031012981254595,0.002653818220769817,0.0010310129812545945,0.0026538182207698174,0.001031012981254595,0.002653818220769817,0.002415107563894735,0.006337517768275261,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B3_UPDATE_PCA,0,0.0,exact,8,per_prompt,actual_d,1,0.0010380733302923564,0.002682493193331769,0.0010380733302923558,0.00268249319333177,0.0010380733302923564,0.002682493193331769,0.002427057712993322,0.006306511195453489,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B3_UPDATE_PCA,0,0.0,exact,8,per_prompt,actual_d,2,0.0010056442340555798,0.0027069065980697368,0.0010056442340555776,0.002706906598069739,0.0010056442340555798,0.0027069065980697368,0.0023260998003693883,0.0063749792933924495,primary,1,[0],60,10,MATCHES_B0_EXACTLY
B3_UPDATE_PCA,0,0.0,exact,8,per_prompt,actual_d,3,0.0010158040448788616,0.002758363693844634,0.0010158040448788577,0.002758363693844636,0.0010158040448788616,0.002758363693844634,0.0023714512844827023,0.006394995810945838,primary,1,[0],60,10,MATCHES_B0_EXACTLY
