method,rank_cap,alpha,n,fit_budget,representation,input_mode,seed,level_mae,projected_level_mae,delta_mae,projected_delta_mae,raw_invalid_fraction,near_zero_prompt_fraction,delta_error_ss,delta_truth_ss,response_nrmse,sample_count,level_rmse,projected_level_rmse,delta_rmse,projected_delta_rmse,mean_block_prompt_abs_error_q95,group_delta_pX_q95_max,group_delta_v_q95_max,panel,noise_replicas
B6_FULL_Q_RIDGE,FULL,0.01,exact,8,per_prompt,actual_d,307,0.00042140185189342273,0.0004214018518934224,0.0004214018518934227,0.0004214018518934224,0.0,0.8595679012345678,0.013749297430533559,0.5276304282510934,0.16142668816322372,72,0.0008142874874378204,0.0008142874874378202,0.0008142874874378206,0.0008142874874378203,0.0013513138405043072,0.00028050640382944544,0.0008928735186709922,robust,1
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,8,per_prompt,actual_d,307,0.0006777919461856159,0.0006777919461856154,0.000677791946185616,0.0006777919461856154,0.0,0.8595679012345678,0.02900696750065387,0.5276304282510934,0.23446944075876747,72,0.0011827383313678392,0.0011827383313678388,0.001182738331367839,0.001182738331367839,0.001964024344250519,0.0008593674633964282,0.0032639097784994543,robust,1
B0_PERSISTENCE,0,0.0,64,8,per_prompt,actual_d,307,0.03180882371930026,0.03180882371930026,0.003426990924017682,0.003426990924017682,0.0,0.8595679012345679,2.6381521412554667,2.6381521412554667,1.0,360,0.04201696634757552,0.04201696634757552,0.005044317619986531,0.005044317619986531,0.0854488817095247,0.0022421463362560733,0.006060699424068498,robust,5
B5_WORST_GROUP_RANK,0,0.0,64,8,per_prompt,actual_d,307,0.03180882371930026,0.03180882371930026,0.003426990924017682,0.003426990924017682,0.0,0.8595679012345679,2.6381521412554667,2.6381521412554667,1.0,360,0.04201696634757552,0.04201696634757552,0.005044317619986531,0.005044317619986531,0.0854488817095247,0.0022421463362560733,0.006060699424068498,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,64,8,per_prompt,actual_d,307,0.014239510134448397,0.01423258006588997,0.034209240493686566,0.034203284405501924,0.00949074074074074,0.8595679012345679,213.74475790956822,2.6381521412554667,9.001146235841675,360,0.019417552378064022,0.01940726317404628,0.04540464055753161,0.04539904513793588,0.03913993876634851,0.019464015731884162,0.020672350859022613,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,8,per_prompt,actual_d,307,0.019975457980327196,0.01993404110337675,0.024613491550381155,0.02457551413364878,0.03460648148148148,0.8595679012345679,141.20838438085252,2.6381521412554667,7.316111628817252,360,0.029338795419030943,0.029277353790718257,0.03690479079903122,0.036846906324269166,0.055485888916957854,0.01718290558937059,0.0156445208591204,robust,5
B0_PERSISTENCE,0,0.0,16,8,per_prompt,actual_d,307,0.06300807688632508,0.06300807688632508,0.003426990924017682,0.003426990924017682,0.0,0.8595679012345679,2.6381521412554667,2.6381521412554667,1.0,360,0.08432331773537702,0.08432331773537702,0.005044317619986531,0.005044317619986531,0.17030369434053305,0.0022421463362560733,0.006060699424068498,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,16,8,per_prompt,actual_d,307,0.028739523474856466,0.02866316765298417,0.06815949535014514,0.06809213050006138,0.042631172839506175,0.8595679012345679,864.0618262954349,2.6381521412554667,18.09766273796439,360,0.039215242307298934,0.03909559303534606,0.09129035902968748,0.09122083814020882,0.07868707527976666,0.04997469145609292,0.049911663266238145,robust,5
B5_WORST_GROUP_RANK,0,0.0,16,8,per_prompt,actual_d,307,0.06300807688632508,0.06300807688632508,0.003426990924017682,0.003426990924017682,0.0,0.8595679012345679,2.6381521412554667,2.6381521412554667,1.0,360,0.08432331773537702,0.08432331773537702,0.005044317619986531,0.005044317619986531,0.17030369434053305,0.0022421463362560733,0.006060699424068498,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,8,per_prompt,actual_d,307,0.04223605534685268,0.041461092708192225,0.04406759667336506,0.0433956792320689,0.15320216049382715,0.8595679012345679,495.6067507404233,2.6381521412554667,13.706251227090748,360,0.06087406529265201,0.05956771231780808,0.06913868456877588,0.06843041979140946,0.11876400335846138,0.037836741088300256,0.030279378698278177,robust,5
B0_PERSISTENCE,0,0.0,256,8,per_prompt,actual_d,307,0.015756496974761326,0.015756496974761326,0.003426990924017682,0.003426990924017682,0.0,0.8595679012345679,2.6381521412554667,2.6381521412554667,1.0,360,0.0209264733964286,0.0209264733964286,0.005044317619986531,0.005044317619986531,0.041743339456047704,0.0022421463362560733,0.006060699424068498,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,256,8,per_prompt,actual_d,307,0.007105839112316829,0.00710558572696443,0.016683240732998157,0.01668302429266323,0.0008487654320987653,0.8595679012345679,51.07074615489912,2.6381521412554667,4.399832898987303,360,0.009650179765979544,0.009649924528719173,0.022194154617358075,0.02219400721255519,0.01944209098330456,0.013837726229289875,0.010013680432220002,robust,5
B5_WORST_GROUP_RANK,0,0.0,256,8,per_prompt,actual_d,307,0.015756496974761326,0.015756496974761326,0.003426990924017682,0.003426990924017682,0.0,0.8595679012345679,2.6381521412554667,2.6381521412554667,1.0,360,0.0209264733964286,0.0209264733964286,0.005044317619986531,0.005044317619986531,0.041743339456047704,0.0022421463362560733,0.006060699424068498,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,8,per_prompt,actual_d,307,0.01032099383927374,0.010317899591474057,0.01171453210839012,0.011711605268792483,0.004243827160493827,0.8595679012345679,31.98053791190021,2.6381521412554667,3.481712954437309,360,0.014932554211914233,0.014929450914802333,0.01756286600380348,0.01755876956736633,0.028409651155930735,0.0109056112150134,0.008031995183111875,robust,5
B0_PERSISTENCE,0,0.0,exact,8,per_prompt,actual_d,308,0.002979983506972592,0.002979983506972593,0.002979983506972592,0.002979983506972593,0.0,0.8686342592592592,0.4079305020911666,0.4079305020911666,1.0,72,0.0044353775902196265,0.004435377590219627,0.0044353775902196265,0.004435377590219627,0.007424243657575266,0.0022731896369020035,0.005979159456882652,robust,1
B5_WORST_GROUP_RANK,0,0.0,exact,8,per_prompt,actual_d,308,0.002979983506972592,0.002979983506972593,0.002979983506972592,0.002979983506972593,0.0,0.8686342592592592,0.4079305020911666,0.4079305020911666,1.0,72,0.0044353775902196265,0.004435377590219627,0.0044353775902196265,0.004435377590219627,0.007424243657575266,0.0022731896369020035,0.005979159456882652,robust,1
B6_FULL_Q_RIDGE,FULL,0.01,exact,8,per_prompt,actual_d,308,0.0004018762606610445,0.0004018762606610444,0.00040187626066104474,0.00040187626066104436,0.0,0.8686342592592592,0.01764986931120004,0.4079305020911666,0.20800685949194753,72,0.0009225889632025465,0.0009225889632025467,0.0009225889632025467,0.0009225889632025467,0.0014412585097779468,0.00024121656928942887,0.0008959155322900567,robust,1
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,8,per_prompt,actual_d,308,0.0005732554525265831,0.0005732554525265833,0.0005732554525265831,0.0005732554525265833,0.0,0.8686342592592592,0.028602658133626863,0.4079305020911666,0.26479519964287584,72,0.0011744666944937436,0.0011744666944937439,0.0011744666944937439,0.001174466694493744,0.0017084055045542602,0.0008749142689004904,0.0019091501858581026,robust,1
B0_PERSISTENCE,0,0.0,64,8,per_prompt,actual_d,308,0.03177584099390545,0.03177584099390545,0.002979983506972592,0.002979983506972592,0.0,0.8686342592592592,2.039652510455833,2.039652510455833,1.0,360,0.04165924921133542,0.04165924921133542,0.0044353775902196265,0.0044353775902196265,0.0841713960551137,0.0022817531339727666,0.006061825455354854,robust,5
B5_WORST_GROUP_RANK,0,0.0,64,8,per_prompt,actual_d,308,0.03177584099390545,0.03177584099390545,0.002979983506972592,0.002979983506972592,0.0,0.8686342592592592,2.039652510455833,2.039652510455833,1.0,360,0.04165924921133542,0.04165924921133542,0.0044353775902196265,0.0044353775902196265,0.0841713960551137,0.0022817531339727666,0.006061825455354854,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,64,8,per_prompt,actual_d,308,0.012558994564860971,0.012558747334832806,0.03347258811053477,0.03347237439952068,0.0005015432098765432,0.8686342592592592,202.60897901109976,2.039652510455833,9.966696920280226,360,0.01704501640194914,0.017044553964847286,0.04420606416872188,0.0442057685442645,0.03397846363523458,0.02096744571271086,0.01707965022769923,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,8,per_prompt,actual_d,308,0.0237674986519884,0.02373493680382282,0.015770925352661957,0.01574677538942832,0.05138888888888889,0.8686342592592592,72.27421783097631,2.039652510455833,5.952694684537954,360,0.0325689324908402,0.032534824035238954,0.02640244860521913,0.02639638458166124,0.06514915795094178,0.015285275122534239,0.01181027189471133,robust,5
B0_PERSISTENCE,0,0.0,16,8,per_prompt,actual_d,308,0.0624077053189166,0.0624077053189166,0.002979983506972592,0.002979983506972592,0.0,0.8686342592592592,2.039652510455833,2.039652510455833,1.0,360,0.08327889300757467,0.08327889300757467,0.0044353775902196265,0.0044353775902196265,0.16616161008882196,0.0022817531339727666,0.006061825455354854,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,16,8,per_prompt,actual_d,308,0.02523842447005709,0.025213441937421244,0.06676698690322927,0.0667465256329855,0.013464506172839506,0.8686342592592592,822.7447301152476,2.039652510455833,20.084196532090647,360,0.03417888645400222,0.034141745145331776,0.0890809952160016,0.08905136227164262,0.06834151669672153,0.050060615766952636,0.04291200535386307,robust,5
B5_WORST_GROUP_RANK,0,0.0,16,8,per_prompt,actual_d,308,0.0624077053189166,0.0624077053189166,0.002979983506972592,0.002979983506972592,0.0,0.8686342592592592,2.039652510455833,2.039652510455833,1.0,360,0.08327889300757467,0.08327889300757467,0.0044353775902196265,0.0044353775902196265,0.16616161008882196,0.0022817531339727666,0.006061825455354854,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,8,per_prompt,actual_d,308,0.04255836207974687,0.0421537550923633,0.03732736888852292,0.03701428485145139,0.1576003086419753,0.8686342592592592,394.89661299252805,2.039652510455833,13.914372072597725,360,0.060367748184587386,0.05979526724148141,0.06171549407277777,0.06152353177680631,0.11456236952163429,0.03813505306619683,0.034840318282385596,robust,5
B0_PERSISTENCE,0,0.0,256,8,per_prompt,actual_d,308,0.01602149254619505,0.01602149254619505,0.002979983506972592,0.002979983506972592,0.0,0.8686342592592592,2.039652510455833,2.039652510455833,1.0,360,0.021197868172210414,0.021197868172210414,0.0044353775902196265,0.0044353775902196265,0.042756601363383426,0.0022817531339727666,0.006061825455354854,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,256,8,per_prompt,actual_d,308,0.006383824715316566,0.006383824715316567,0.01659552511575454,0.01659552511575454,0.0,0.8686342592592592,50.64420054582031,2.039652510455833,4.982952735545433,360,0.008732466245446588,0.008732466245446588,0.022101276896361797,0.022101276896361797,0.017273222889525937,0.012948133959320186,0.011608470805593163,robust,5
B5_WORST_GROUP_RANK,0,0.0,256,8,per_prompt,actual_d,308,0.01602149254619505,0.01602149254619505,0.002979983506972592,0.002979983506972592,0.0,0.8686342592592592,2.039652510455833,2.039652510455833,1.0,360,0.021197868172210414,0.021197868172210414,0.0044353775902196265,0.0044353775902196265,0.042756601363383426,0.0022817531339727666,0.006061825455354854,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,8,per_prompt,actual_d,308,0.012437487847765261,0.012436472384885353,0.008386029685396808,0.008385456759739864,0.003780864197530864,0.8686342592592592,18.3438222467853,2.039652510455833,2.998933423910243,360,0.017465524843919198,0.017464291016551996,0.013301402102972109,0.013301194978611739,0.03386881917225357,0.008399248497973763,0.00787559920244955,robust,5
B0_PERSISTENCE,0,0.0,exact,8,per_prompt,actual_d,309,0.0035611677615010376,0.0035611677615010376,0.0035611677615010376,0.0035611677615010376,0.0,0.8674768518518519,0.6717203548593299,0.6717203548593299,1.0,72,0.005691565815677472,0.005691565815677471,0.005691565815677472,0.005691565815677471,0.009402208194610335,0.0025814327419528714,0.006106313866372977,robust,1
B5_WORST_GROUP_RANK,0,0.0,exact,8,per_prompt,actual_d,309,0.0035611677615010376,0.0035611677615010376,0.0035611677615010376,0.0035611677615010376,0.0,0.8674768518518519,0.6717203548593299,0.6717203548593299,1.0,72,0.005691565815677472,0.005691565815677471,0.005691565815677472,0.005691565815677471,0.009402208194610335,0.0025814327419528714,0.006106313866372977,robust,1
B6_FULL_Q_RIDGE,FULL,0.01,exact,8,per_prompt,actual_d,309,0.0004112410721158939,0.000411241072115894,0.0004112410721158939,0.00041124107211589395,0.0,0.8674768518518519,0.016871067117321576,0.6717203548593299,0.15848093406438743,72,0.0009020046667575028,0.0009020046667575029,0.0009020046667575028,0.0009020046667575029,0.0016350551416095208,0.00027126958839164447,0.0010431063944292315,robust,1
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,8,per_prompt,actual_d,309,0.0005668706796100374,0.0005668706796100375,0.0005668706796100377,0.0005668706796100375,0.0,0.8674768518518519,0.023989600165253862,0.6717203548593299,0.18898061172274944,72,0.0010755955895070178,0.0010755955895070178,0.001075595589507018,0.0010755955895070178,0.0020817779814176203,0.0006610479431497834,0.002386645112603019,robust,1
B0_PERSISTENCE,0,0.0,64,8,per_prompt,actual_d,309,0.03239325201586652,0.03239325201586652,0.003561167761501037,0.003561167761501037,0.0,0.8674768518518519,3.358601774296649,3.358601774296649,1.0,360,0.042937758504113126,0.042937758504113126,0.005691565815677472,0.005691565815677472,0.0858963913605932,0.0026217225108827896,0.006227564038908495,robust,5
B5_WORST_GROUP_RANK,0,0.0,64,8,per_prompt,actual_d,309,0.03239325201586652,0.03239325201586652,0.003561167761501037,0.003561167761501037,0.0,0.8674768518518519,3.358601774296649,3.358601774296649,1.0,360,0.042937758504113126,0.042937758504113126,0.005691565815677472,0.005691565815677472,0.0858963913605932,0.0026217225108827896,0.006227564038908495,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,64,8,per_prompt,actual_d,309,0.012399736551768957,0.012384070852570867,0.034123461164846346,0.0341081601176862,0.007291666666666667,0.8674768518518519,211.2254522539003,3.358601774296649,7.930377624013575,360,0.016954210872099904,0.01691097152696486,0.04513626619024919,0.04512215718735252,0.0341284304535019,0.02306908540056643,0.02486130016250619,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,8,per_prompt,actual_d,309,0.020453669735628878,0.02036584303641502,0.020429025857185795,0.020346323641497077,0.03217592592592593,0.8674768518518519,102.42364308480215,3.358601774296649,5.522310896455397,360,0.02981489795239436,0.029622105796162226,0.031430595921808746,0.031197844968008676,0.056419331643412965,0.02020215637126534,0.015059547627803581,robust,5
B0_PERSISTENCE,0,0.0,16,8,per_prompt,actual_d,309,0.06382483039423781,0.06382483039423781,0.003561167761501037,0.003561167761501037,0.0,0.8674768518518519,3.358601774296649,3.358601774296649,1.0,360,0.08425781281569822,0.08425781281569822,0.005691565815677472,0.005691565815677472,0.1721734027891479,0.0026217225108827896,0.006227564038908495,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,16,8,per_prompt,actual_d,309,0.02452637636197707,0.024369760380300823,0.067505994174482,0.06735024328603662,0.03553240740740741,0.8674768518518519,825.9219535290447,3.358601774296649,15.681595546230358,360,0.03337197401584859,0.03295664867743787,0.0892528331462048,0.0891061326059267,0.06699559973545081,0.04885036059390074,0.04288805093479184,robust,5
B5_WORST_GROUP_RANK,0,0.0,16,8,per_prompt,actual_d,309,0.06382483039423781,0.06382483039423781,0.003561167761501037,0.003561167761501037,0.0,0.8674768518518519,3.358601774296649,3.358601774296649,1.0,360,0.08425781281569822,0.08425781281569822,0.005691565815677472,0.005691565815677472,0.1721734027891479,0.0026217225108827896,0.006227564038908495,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,8,per_prompt,actual_d,309,0.04078334153139784,0.040296811839755656,0.03826488503920518,0.03783019107539763,0.12445987654320988,0.8674768518518519,357.8910813201358,3.358601774296649,10.322768345482864,360,0.059349262280344324,0.0585005600674765,0.05875271543830776,0.05803022842196518,0.11187748093799493,0.034052406241921886,0.0321139422275411,robust,5
B0_PERSISTENCE,0,0.0,256,8,per_prompt,actual_d,309,0.016405200567595372,0.016405200567595372,0.003561167761501037,0.003561167761501037,0.0,0.8674768518518519,3.358601774296649,3.358601774296649,1.0,360,0.02173061988989644,0.02173061988989644,0.005691565815677472,0.005691565815677472,0.04438208016848926,0.0026217225108827896,0.006227564038908495,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,256,8,per_prompt,actual_d,309,0.006226044692207385,0.006224752652302038,0.016959011022621227,0.016957949669820848,0.001427469135802469,0.8674768518518519,52.121920243199355,3.358601774296649,3.9394078603871465,360,0.008522216364280305,0.008519414799549038,0.02242139911219061,0.022420528453432453,0.017054566189619924,0.01425559518915689,0.009826500807579248,robust,5
B5_WORST_GROUP_RANK,0,0.0,256,8,per_prompt,actual_d,309,0.016405200567595372,0.016405200567595372,0.003561167761501037,0.003561167761501037,0.0,0.8674768518518519,3.358601774296649,3.358601774296649,1.0,360,0.02173061988989644,0.02173061988989644,0.005691565815677472,0.005691565815677472,0.04438208016848926,0.0026217225108827896,0.006227564038908495,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,8,per_prompt,actual_d,309,0.010464802226993714,0.010457893181666005,0.011416550055960283,0.011409789575709805,0.003973765432098765,0.8674768518518519,31.344722744303247,3.358601774296649,3.054941933225694,360,0.015407264822866635,0.015388398706311389,0.01738740307602701,0.01736401328301685,0.029005192051653098,0.010599778340712289,0.008878007332723049,robust,5
B0_PERSISTENCE,0,0.0,exact,8,per_prompt,actual_d,310,0.0029070843486300032,0.0029070843486300024,0.0029070843486300032,0.0029070843486300024,0.0,0.8676697530864197,0.3767117072636992,0.3767117072636992,1.0,72,0.004262280886079347,0.004262280886079347,0.004262280886079347,0.004262280886079347,0.007434319190313562,0.0020104525712452757,0.006031544767003123,robust,1
B5_WORST_GROUP_RANK,0,0.0,exact,8,per_prompt,actual_d,310,0.0029070843486300032,0.0029070843486300024,0.0029070843486300032,0.0029070843486300024,0.0,0.8676697530864197,0.3767117072636992,0.3767117072636992,1.0,72,0.004262280886079347,0.004262280886079347,0.004262280886079347,0.004262280886079347,0.007434319190313562,0.0020104525712452757,0.006031544767003123,robust,1
B6_FULL_Q_RIDGE,FULL,0.01,exact,8,per_prompt,actual_d,310,0.0004094116226688566,0.00040941162266885706,0.00040941162266885657,0.0004094116226688571,0.0,0.8676697530864197,0.017291785105137875,0.3767117072636992,0.21424729935567705,72,0.0009131821689378223,0.0009131821689378227,0.0009131821689378223,0.0009131821689378227,0.0014947564573122173,0.00024065311996531043,0.0009404362483002593,robust,1
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,exact,8,per_prompt,actual_d,310,0.0006576856724723017,0.0006576856724723019,0.0006576856724723019,0.0006576856724723018,0.0,0.8676697530864197,0.030873819230735275,0.3767117072636992,0.28627974380893845,72,0.0012202046801085306,0.0012202046801085308,0.0012202046801085306,0.0012202046801085308,0.002119577273029695,0.0007737879172262013,0.002973594167716977,robust,1
B0_PERSISTENCE,0,0.0,64,8,per_prompt,actual_d,310,0.031177567940477314,0.031177567940477314,0.0029070843486300032,0.0029070843486300032,0.0,0.8676697530864198,1.883558536318496,1.883558536318496,1.0,360,0.04153710522831739,0.04153710522831739,0.004262280886079347,0.004262280886079347,0.08385556363697937,0.002063391921129447,0.006031544767003123,robust,5
B5_WORST_GROUP_RANK,0,0.0,64,8,per_prompt,actual_d,310,0.031177567940477314,0.031177567940477314,0.0029070843486300032,0.0029070843486300032,0.0,0.8676697530864198,1.883558536318496,1.883558536318496,1.0,360,0.04153710522831739,0.04153710522831739,0.004262280886079347,0.004262280886079347,0.08385556363697937,0.002063391921129447,0.006031544767003123,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,64,8,per_prompt,actual_d,310,0.013272360754322516,0.013249553285306156,0.03318896945734556,0.033168905361140026,0.009760802469135802,0.8676697530864198,203.20672179137338,1.883558536318496,10.386745107186384,360,0.018331446013788676,0.018270431498819774,0.044271225138938705,0.04424871348413795,0.03647259908648701,0.026229209984014797,0.026212980768416504,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,8,per_prompt,actual_d,310,0.01932052404510866,0.019255171381999097,0.021326137789830626,0.02126324323323744,0.04375,0.8676697530864198,107.72695544657981,1.883558536318496,7.562626153698044,360,0.02818654002808077,0.028055637588943378,0.032234036903470945,0.03205218821358144,0.05400673001135659,0.023674600304780004,0.020797840592745063,robust,5
B0_PERSISTENCE,0,0.0,16,8,per_prompt,actual_d,310,0.06066223261023761,0.06066223261023761,0.0029070843486300032,0.0029070843486300032,0.0,0.8676697530864198,1.883558536318496,1.883558536318496,1.0,360,0.08098707281223572,0.08098707281223572,0.004262280886079347,0.004262280886079347,0.1631075012208436,0.002063391921129447,0.006031544767003123,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,16,8,per_prompt,actual_d,310,0.026439259717390598,0.026278365122949066,0.06512244986422676,0.06498391982033867,0.035416666666666666,0.8676697530864198,788.9834888595454,1.883558536318496,20.4665384929502,360,0.036371855619072135,0.036032465102001435,0.08723413582270884,0.08711651663793721,0.07247971640665397,0.05894346129433189,0.04794745737340587,robust,5
B5_WORST_GROUP_RANK,0,0.0,16,8,per_prompt,actual_d,310,0.06066223261023761,0.06066223261023761,0.0029070843486300032,0.0029070843486300032,0.0,0.8676697530864198,1.883558536318496,1.883558536318496,1.0,360,0.08098707281223572,0.08098707281223572,0.004262280886079347,0.004262280886079347,0.1631075012208436,0.002063391921129447,0.006031544767003123,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,16,8,per_prompt,actual_d,310,0.04095905714809443,0.04041432361673158,0.038595391172066756,0.038120609269997864,0.13819444444444445,0.8676697530864198,384.4173463110935,1.883558536318496,14.286042159075958,360,0.059025665668167894,0.058159737757125074,0.060891124432353186,0.06029012637347513,0.11175198877809488,0.03557110608182773,0.03456856423513959,robust,5
B0_PERSISTENCE,0,0.0,256,8,per_prompt,actual_d,310,0.015461395141763763,0.015461395141763763,0.0029070843486300032,0.0029070843486300032,0.0,0.8676697530864198,1.883558536318496,1.883558536318496,1.0,360,0.020739163179237165,0.020739163179237165,0.004262280886079347,0.004262280886079347,0.04211312771987383,0.002063391921129447,0.006031544767003123,robust,5
B6_FULL_Q_RIDGE,FULL,0.01,256,8,per_prompt,actual_d,310,0.006731743714442188,0.006730418745845953,0.016409277245292963,0.016407936009871275,0.001388888888888889,0.8676697530864198,50.139276412460774,1.883558536318496,5.159403218975606,360,0.009342513087326572,0.009338865324312842,0.02199082572381598,0.02198944218565762,0.018560754654554777,0.012809507812086066,0.009864514300785504,robust,5
B5_WORST_GROUP_RANK,0,0.0,256,8,per_prompt,actual_d,310,0.015461395141763763,0.015461395141763763,0.0029070843486300032,0.0029070843486300032,0.0,0.8676697530864198,1.883558536318496,1.883558536318496,1.0,360,0.020739163179237165,0.020739163179237165,0.004262280886079347,0.004262280886079347,0.04211312771987383,0.002063391921129447,0.006031544767003123,robust,5
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,256,8,per_prompt,actual_d,310,0.010116182353152623,0.010114091384207269,0.011134436034451491,0.011132631837142467,0.004128086419753086,0.8676697530864198,29.259159564220028,1.883558536318496,3.9413169668404686,360,0.014896990481615219,0.0148943483005202,0.016798999973744358,0.016795733609757724,0.028210559438580116,0.010443505747123624,0.007567985371360018,robust,5
