seed,arm,anchor,method,rank_cap,alpha,n,noise,r,k,selection_source,branch,group,pred_delta_pX,true_delta_pX,pred_delta_v,true_delta_v,source_frozen_record
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,1,-0.0036814405309418554,-0.000959576333221464,0.0002843972571654749,0.007287019011897579,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,2,-0.014207195499943806,-0.0010649303316901174,0.0053312011806080604,0.007426955543392293,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,3,0.010691952435411723,-0.00107807480952457,0.0006395525986307325,0.00744937384564132,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,4,-0.007719316057582549,-0.0008451338162177644,0.0016153979387704207,0.007216523757980477,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,5,-0.007248849142093401,-0.0008591685458178514,0.017223857933774688,0.007181476509486658,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,0,-0.007442168593131626,-0.0009201238929518642,0.002362117314633948,0.0068095856571563085,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,1,-0.002878071125372685,-0.000937839217954708,0.00022233566646090485,0.00681359364112881,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,2,-0.011106880254412787,-0.0010129424469737934,0.0041678185624623824,0.0069643482105430235,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,3,0.008358738738160175,-0.0010268221578559604,0.000499988483259639,0.006919167263710547,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,4,-0.006034795473735425,-0.0008122011598708905,0.0012628834078632373,0.006796454925687274,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,5,-0.005666994545394463,-0.0008340921746289304,0.01346524214368767,0.006747514818407023,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,0,-0.006053026014278327,-0.0010366070125079514,0.0019212084992877114,0.007709514733067929,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,1,-0.0023408552459967162,-0.0010569357183009473,0.00018083486770667945,0.007806295455405058,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,2,-0.009033688806711746,-0.0011607664261156295,0.0033898606119538498,0.007821291582873586,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,3,0.00679851072916223,-0.00117467441477096,0.00040666148020393635,0.007805748804051088,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,4,-0.004908350776557525,-0.0009244668217395259,0.0010271557309050401,0.007626704280205462,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,5,-0.004609202946262704,-0.0009456165606730403,0.010951842861974356,0.007603034039313912,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,0,-0.006096132188021471,-0.0009324530951656662,0.0019348902424640576,0.0069463010721517214,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,1,-0.0023575254722114167,-0.0009534587502718593,0.00018212266974285094,0.006947613394129889,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,2,-0.009098021548438787,-0.0010383578475227345,0.003414001251719686,0.0071162516254159175,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,3,0.0068469258167555445,-0.0010539355010666443,0.00040955748963442134,0.007069894096882981,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,4,-0.004943305230886233,-0.0008267748415392191,0.0010344705439081913,0.00693065292367361,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,5,-0.0046420270416078,-0.0008503452607465141,0.011029835594882208,0.006878509665042218,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,0,-0.003884141419973452,-0.0008501866775938045,0.0012328123967889676,0.006487729644288149,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,1,-0.0015020937953497309,-0.0008726451576875835,0.00011603918406728898,0.006498944396477025,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,2,-0.005796790693866367,-0.0009487101580967888,0.002175225743251048,0.006639107995138757,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,3,0.004362508447012056,-0.0009662136671758909,0.00026094893619189923,0.0065734849684083866,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,4,-0.0031496194647131263,-0.0007525741054208683,0.0006591113452610914,0.006494091185605407,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,5,-0.0029576605212685673,-0.0007820074484169038,0.007027643097005068,0.006455140173393302,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,7,0,-0.003884141419973452,-0.0008501866775938045,0.0012328123967889676,0.006487729644288149,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,7,1,-0.0015020937953497309,-0.0008726451576875835,0.00011603918406728898,0.006498944396477025,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,7,2,-0.005796790693866367,-0.0009487101580967888,0.002175225743251048,0.006639107995138757,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,7,3,0.004362508447012056,-0.0009662136671758909,0.00026094893619189923,0.0065734849684083866,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,7,4,-0.0031496194647131263,-0.0007525741054208683,0.0006591113452610914,0.006494091185605407,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,7,5,-0.0029576605212685673,-0.0007820074484169038,0.007027643097005068,0.006455140173393302,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,8,0,-0.003884141419973452,-0.0008501866775938045,0.0012328123967889676,0.006487729644288149,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,8,1,-0.0015020937953497309,-0.0008726451576875835,0.00011603918406728898,0.006498944396477025,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,8,2,-0.005796790693866367,-0.0009487101580967888,0.002175225743251048,0.006639107995138757,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,8,3,0.004362508447012056,-0.0009662136671758909,0.00026094893619189923,0.0065734849684083866,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,8,4,-0.0031496194647131263,-0.0007525741054208683,0.0006591113452610914,0.006494091185605407,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,8,5,-0.0029576605212685673,-0.0007820074484169038,0.007027643097005068,0.006455140173393302,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,9,0,-0.008789833971929362,-0.0007550466233118466,0.0027898614171430955,0.006231430497683407,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,9,1,-0.003399246743049745,-0.0007632719256202147,0.000262597328960436,0.0062203736288093635,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,9,2,-0.01311817008183467,-0.0008563656569997603,0.004922548143155416,0.006373748686623554,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,9,3,0.009872381256045377,-0.0008604506345764295,0.0005905289165022374,0.006289529860227567,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,9,4,-0.007127606638425291,-0.0006615943329391442,0.0014915726971392307,0.006202901588503199,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,9,5,-0.006693202465181725,-0.0006753290477839007,0.015903596022276714,0.006138105791657403,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,10,0,-0.008394271940571579,-0.0008333196758032567,0.00266431146331051,0.0068036320744769745,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,10,1,-0.0032462730974654095,-0.0008398541694205035,0.00025077986651411075,0.006782659043804112,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,10,2,-0.012527823321948331,-0.0009429941705869869,0.0047010225547106975,0.006937459621780946,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,10,3,0.00942810219497881,-0.0009459552081773082,0.000563953805011725,0.006844147859500772,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,10,4,-0.00680684852517553,-0.0007350752185289189,0.0014244486163110352,0.006786908867636583,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,10,5,-0.006391993503570926,-0.0007474483908437458,0.015187898914850638,0.006705994754460191,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,0,-0.008789833971929362,-0.0007550466233118466,0.0027898614171430955,0.006231430497683407,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,1,-0.003399246743049745,-0.0007632719256202147,0.000262597328960436,0.0062203736288093635,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,2,-0.01311817008183467,-0.0008563656569997603,0.004922548143155416,0.006373748686623554,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,3,0.009872381256045377,-0.0008604506345764295,0.0005905289165022374,0.006289529860227567,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,4,-0.007127606638425291,-0.0006615943329391442,0.0014915726971392307,0.006202901588503199,6482
305,X_VALID,8,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,13,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,11,5,-0.006693202465181725,-0.0006753290477839007,0.015903596022276714,0.006138105791657403,6482
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,0,-0.0073847555116645985,-0.0001627615606255266,-0.0007288426672128256,0.0006409841273507096,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,1,0.0028322634831283357,-0.00011347712914249082,-0.003706594213971244,0.0006437365041715658,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,2,0.00461361504073094,-0.0002566922213855302,-0.0016080628238045113,0.0006922086759591165,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,3,-0.0034542220668039914,-0.00019689226483700882,0.00205906293860965,0.0007079458878289885,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,4,-0.0005183123121554667,-0.0003170476694750006,-0.0022168845150678197,0.0006924683474398884,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,0,5,-0.006588202924215335,-0.0002569312053518312,0.0017276427251632165,0.0007030115167391005,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,0,-0.0073847555116645985,-0.0001627615606255266,-0.0007288426672128256,0.0006409841273507096,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,1,0.0028322634831283357,-0.00011347712914249082,-0.003706594213971244,0.0006437365041715658,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,2,0.00461361504073094,-0.0002566922213855302,-0.0016080628238045113,0.0006922086759591165,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,3,-0.0034542220668039914,-0.00019689226483700882,0.00205906293860965,0.0007079458878289885,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,4,-0.0005183123121554667,-0.0003170476694750006,-0.0022168845150678197,0.0006924683474398884,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,1,5,-0.006588202924215335,-0.0002569312053518312,0.0017276427251632165,0.0007030115167391005,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,0,-0.0073847555116645985,-0.0001627615606255266,-0.0007288426672128256,0.0006409841273507096,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,1,0.0028322634831283357,-0.00011347712914249082,-0.003706594213971244,0.0006437365041715658,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,2,0.00461361504073094,-0.0002566922213855302,-0.0016080628238045113,0.0006922086759591165,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,3,-0.0034542220668039914,-0.00019689226483700882,0.00205906293860965,0.0007079458878289885,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,4,-0.0005183123121554667,-0.0003170476694750006,-0.0022168845150678197,0.0006924683474398884,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,2,5,-0.006588202924215335,-0.0002569312053518312,0.0017276427251632165,0.0007030115167391005,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,0,-0.0038221789076035655,-2.1419297298741712e-05,-0.0003772321324899823,0.0005751192858363022,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,1,0.0014659141699260908,0.0001357149048291257,-0.0019184475642163624,0.0005126966330591221,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,2,0.0023879005972006055,1.3015029083808758e-05,-0.0008322961806303038,0.0005560391241423131,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,3,-0.0017878255691827223,0.00018153028856472916,0.0010657234245535668,0.00048446138555083474,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,4,-0.0002682664827485004,-0.00019141649973944812,-0.0011474082277607054,0.0006345516762906645,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,3,5,-0.0034099016841076003,-2.870215432874794e-05,0.0008941879759679585,0.000593547375357712,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,0,-0.0038221789076035655,-2.1419297298741712e-05,-0.0003772321324899823,0.0005751192858363022,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,1,0.0014659141699260908,0.0001357149048291257,-0.0019184475642163624,0.0005126966330591221,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,2,0.0023879005972006055,1.3015029083808758e-05,-0.0008322961806303038,0.0005560391241423131,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,3,-0.0017878255691827223,0.00018153028856472916,0.0010657234245535668,0.00048446138555083474,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,4,-0.0002682664827485004,-0.00019141649973944812,-0.0011474082277607054,0.0006345516762906645,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,4,5,-0.0034099016841076003,-2.870215432874794e-05,0.0008941879759679585,0.000593547375357712,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,0,-0.0038221789076035655,-2.1419297298741712e-05,-0.0003772321324899823,0.0005751192858363022,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,1,0.0014659141699260908,0.0001357149048291257,-0.0019184475642163624,0.0005126966330591221,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,2,0.0023879005972006055,1.3015029083808758e-05,-0.0008322961806303038,0.0005560391241423131,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,3,-0.0017878255691827223,0.00018153028856472916,0.0010657234245535668,0.00048446138555083474,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,4,-0.0002682664827485004,-0.00019141649973944812,-0.0011474082277607054,0.0006345516762906645,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,5,5,-0.0034099016841076003,-2.870215432874794e-05,0.0008941879759679585,0.000593547375357712,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,0,-0.006935925005725246,5.187823339126291e-06,-0.000684545083825182,0.0005589112382326774,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,1,0.0026601242362598206,1.7748739217955667e-05,-0.003481314913425571,0.000567831470125734,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,2,0.004333208848586883,-9.437709841040275e-05,-0.0015103280173304966,0.0006055329074808226,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,3,-0.0032442814349954423,-7.005101433931483e-05,0.0019339172572072842,0.0006281392516707609,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,4,-0.00048681033799642036,-0.00011102581663290437,-0.002082146757408091,0.0006046000996519936,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,6,5,-0.006187785273687029,-8.40249007267527e-05,0.001622640094108927,0.000612157034282997,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,7,0,-0.009117654218191473,-0.00029440109597910917,-0.0008998720957808681,0.0007980177740880351,6719
305,X_VALID,24,B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,0,1,10,EXACT_MODEL_SELECTION_FROZEN_BEFORE_LOCKED_TEST,7,1,0.003496879355475621,-0.00046951773591662654,-0.004576379585858649,0.0009235173127025627,6719
