method,rank_cap,alpha,n,fit_budget,representation,input_mode,panel,noise_replicas,noise_indices,block_count,training_seed_count,paired_block_coverage,frozen_record_ids
B6_FULL_Q_RIDGE,FULL,0.01,64,8,per_prompt,actual_d,robust,5,"[0, 1, 2, 3, 4]",300,10,MATCHES_B0_EXACTLY,"[72, 121, 170, 210, 214, 309, 358, 407, 447, 451, 546, 595, 644, 684, 688, 783, 832, 881, 921, 925, 1020, 1069, 1118, 1158, 1162, 1257, 1306, 1355, 1395, 1399, 1494, 1543, 1592, 1632, 1636, 1731, 1780, 1829, 1869, 1873, 1968, 2017, 2066, 2106, 2110, 2205, 2254, 2303, 2343, 2347, 2442, 2491, 2540, 2580, 2584, 2679, 2728, 2777, 2817, 2821, 2916, 2965, 3014, 3054, 3058, 3153, 3202, 3251, 3291, 3295, 3390, 3439, 3488, 3528, 3532, 3627, 3676, 3725, 3765, 3769, 3864, 3913, 3962, 4002, 4006, 4101, 4150, 4199, 4239, 4243, 4338, 4387, 4436, 4476, 4480, 4575, 4624, 4673, 4713, 4717, 4812, 4861, 4910, 4950, 4954, 5049, 5098, 5147, 5187, 5191, 5286, 5335, 5384, 5424, 5428, 5523, 5572, 5621, 5661, 5665, 5760, 5809, 5858, 5898, 5902, 5997, 6046, 6095, 6135, 6139, 6234, 6283, 6332, 6372, 6376, 6471, 6520, 6569, 6609, 6613, 6708, 6757, 6806, 6846, 6850, 6945, 6994, 7043, 7083, 7087, 7182, 7231, 7280, 7320, 7324, 7419, 7468, 7517, 7557, 7561, 7656, 7705, 7754, 7794, 7798, 7893, 7942, 7991, 8031, 8035, 8130, 8179, 8228, 8268, 8272, 8367, 8416, 8465, 8505, 8509, 8604, 8653, 8702, 8742, 8746, 8841, 8890, 8939, 8979, 8983, 9078, 9127, 9176, 9216, 9220, 9315, 9364, 9413, 9453, 9457, 9552, 9601, 9650, 9690, 9694, 9789, 9838, 9887, 9927, 9931, 10026, 10075, 10124, 10164, 10168, 10263, 10312, 10361, 10401, 10405, 10500, 10549, 10598, 10638, 10642, 10737, 10786, 10835, 10875, 10879, 10974, 11023, 11072, 11112, 11116, 11211, 11260, 11309, 11349, 11353, 11448, 11497, 11546, 11586, 11590, 11685, 11734, 11783, 11823, 11827, 11922, 11971, 12020, 12060, 12064, 12159, 12208, 12257, 12297, 12301, 12396, 12445, 12494, 12534, 12538, 12633, 12682, 12731, 12771, 12775, 12870, 12919, 12968, 13008, 13012, 13107, 13156, 13205, 13245, 13249, 13344, 13393, 13442, 13482, 13486, 13581, 13630, 13679, 13719, 13723, 13818, 13867, 13916, 13956, 13960, 14055, 14104, 14153, 14193, 14197]"
O0_FULL_J_ORACLE,FULL,0.0,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[73, 122, 171, 310, 359, 408, 547, 596, 645, 784, 833, 882, 1021, 1070, 1119, 1258, 1307, 1356, 1495, 1544, 1593, 1732, 1781, 1830, 1969, 2018, 2067, 2206, 2255, 2304, 2443, 2492, 2541, 2680, 2729, 2778, 2917, 2966, 3015, 3154, 3203, 3252, 3391, 3440, 3489, 3628, 3677, 3726, 3865, 3914, 3963, 4102, 4151, 4200, 4339, 4388, 4437, 4576, 4625, 4674, 4813, 4862, 4911, 5050, 5099, 5148, 5287, 5336, 5385, 5524, 5573, 5622, 5761, 5810, 5859, 5998, 6047, 6096, 6235, 6284, 6333, 6472, 6521, 6570, 6709, 6758, 6807, 6946, 6995, 7044, 7183, 7232, 7281, 7420, 7469, 7518, 7657, 7706, 7755, 7894, 7943, 7992, 8131, 8180, 8229, 8368, 8417, 8466, 8605, 8654, 8703, 8842, 8891, 8940, 9079, 9128, 9177, 9316, 9365, 9414, 9553, 9602, 9651, 9790, 9839, 9888, 10027, 10076, 10125, 10264, 10313, 10362, 10501, 10550, 10599, 10738, 10787, 10836, 10975, 11024, 11073, 11212, 11261, 11310, 11449, 11498, 11547, 11686, 11735, 11784, 11923, 11972, 12021, 12160, 12209, 12258, 12397, 12446, 12495, 12634, 12683, 12732, 12871, 12920, 12969, 13108, 13157, 13206, 13345, 13394, 13443, 13582, 13631, 13680, 13819, 13868, 13917, 14056, 14105, 14154]"
O1_JQ_SVD_ORACLE,0,0.0,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[74, 123, 172, 311, 360, 409, 548, 597, 646, 785, 834, 883, 1022, 1071, 1120, 1259, 1308, 1357, 1496, 1545, 1594, 1733, 1782, 1831, 1970, 2019, 2068, 2207, 2256, 2305, 2444, 2493, 2542, 2681, 2730, 2779, 2918, 2967, 3016, 3155, 3204, 3253, 3392, 3441, 3490, 3629, 3678, 3727, 3866, 3915, 3964, 4103, 4152, 4201, 4340, 4389, 4438, 4577, 4626, 4675, 4814, 4863, 4912, 5051, 5100, 5149, 5288, 5337, 5386, 5525, 5574, 5623, 5762, 5811, 5860, 5999, 6048, 6097, 6236, 6285, 6334, 6473, 6522, 6571, 6710, 6759, 6808, 6947, 6996, 7045, 7184, 7233, 7282, 7421, 7470, 7519, 7658, 7707, 7756, 7895, 7944, 7993, 8132, 8181, 8230, 8369, 8418, 8467, 8606, 8655, 8704, 8843, 8892, 8941, 9080, 9129, 9178, 9317, 9366, 9415, 9554, 9603, 9652, 9791, 9840, 9889, 10028, 10077, 10126, 10265, 10314, 10363, 10502, 10551, 10600, 10739, 10788, 10837, 10976, 11025, 11074, 11213, 11262, 11311, 11450, 11499, 11548, 11687, 11736, 11785, 11924, 11973, 12022, 12161, 12210, 12259, 12398, 12447, 12496, 12635, 12684, 12733, 12872, 12921, 12970, 13109, 13158, 13207, 13346, 13395, 13444, 13583, 13632, 13681, 13820, 13869, 13918, 14057, 14106, 14155]"
O1_JQ_SVD_ORACLE,1,0.0,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[75, 124, 173, 312, 361, 410, 549, 598, 647, 786, 835, 884, 1023, 1072, 1121, 1260, 1309, 1358, 1497, 1546, 1595, 1734, 1783, 1832, 1971, 2020, 2069, 2208, 2257, 2306, 2445, 2494, 2543, 2682, 2731, 2780, 2919, 2968, 3017, 3156, 3205, 3254, 3393, 3442, 3491, 3630, 3679, 3728, 3867, 3916, 3965, 4104, 4153, 4202, 4341, 4390, 4439, 4578, 4627, 4676, 4815, 4864, 4913, 5052, 5101, 5150, 5289, 5338, 5387, 5526, 5575, 5624, 5763, 5812, 5861, 6000, 6049, 6098, 6237, 6286, 6335, 6474, 6523, 6572, 6711, 6760, 6809, 6948, 6997, 7046, 7185, 7234, 7283, 7422, 7471, 7520, 7659, 7708, 7757, 7896, 7945, 7994, 8133, 8182, 8231, 8370, 8419, 8468, 8607, 8656, 8705, 8844, 8893, 8942, 9081, 9130, 9179, 9318, 9367, 9416, 9555, 9604, 9653, 9792, 9841, 9890, 10029, 10078, 10127, 10266, 10315, 10364, 10503, 10552, 10601, 10740, 10789, 10838, 10977, 11026, 11075, 11214, 11263, 11312, 11451, 11500, 11549, 11688, 11737, 11786, 11925, 11974, 12023, 12162, 12211, 12260, 12399, 12448, 12497, 12636, 12685, 12734, 12873, 12922, 12971, 13110, 13159, 13208, 13347, 13396, 13445, 13584, 13633, 13682, 13821, 13870, 13919, 14058, 14107, 14156]"
O1_JQ_SVD_ORACLE,2,0.0,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[76, 125, 174, 313, 362, 411, 550, 599, 648, 787, 836, 885, 1024, 1073, 1122, 1261, 1310, 1359, 1498, 1547, 1596, 1735, 1784, 1833, 1972, 2021, 2070, 2209, 2258, 2307, 2446, 2495, 2544, 2683, 2732, 2781, 2920, 2969, 3018, 3157, 3206, 3255, 3394, 3443, 3492, 3631, 3680, 3729, 3868, 3917, 3966, 4105, 4154, 4203, 4342, 4391, 4440, 4579, 4628, 4677, 4816, 4865, 4914, 5053, 5102, 5151, 5290, 5339, 5388, 5527, 5576, 5625, 5764, 5813, 5862, 6001, 6050, 6099, 6238, 6287, 6336, 6475, 6524, 6573, 6712, 6761, 6810, 6949, 6998, 7047, 7186, 7235, 7284, 7423, 7472, 7521, 7660, 7709, 7758, 7897, 7946, 7995, 8134, 8183, 8232, 8371, 8420, 8469, 8608, 8657, 8706, 8845, 8894, 8943, 9082, 9131, 9180, 9319, 9368, 9417, 9556, 9605, 9654, 9793, 9842, 9891, 10030, 10079, 10128, 10267, 10316, 10365, 10504, 10553, 10602, 10741, 10790, 10839, 10978, 11027, 11076, 11215, 11264, 11313, 11452, 11501, 11550, 11689, 11738, 11787, 11926, 11975, 12024, 12163, 12212, 12261, 12400, 12449, 12498, 12637, 12686, 12735, 12874, 12923, 12972, 13111, 13160, 13209, 13348, 13397, 13446, 13585, 13634, 13683, 13822, 13871, 13920, 14059, 14108, 14157]"
O1_JQ_SVD_ORACLE,4,0.0,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[77, 126, 175, 314, 363, 412, 551, 600, 649, 788, 837, 886, 1025, 1074, 1123, 1262, 1311, 1360, 1499, 1548, 1597, 1736, 1785, 1834, 1973, 2022, 2071, 2210, 2259, 2308, 2447, 2496, 2545, 2684, 2733, 2782, 2921, 2970, 3019, 3158, 3207, 3256, 3395, 3444, 3493, 3632, 3681, 3730, 3869, 3918, 3967, 4106, 4155, 4204, 4343, 4392, 4441, 4580, 4629, 4678, 4817, 4866, 4915, 5054, 5103, 5152, 5291, 5340, 5389, 5528, 5577, 5626, 5765, 5814, 5863, 6002, 6051, 6100, 6239, 6288, 6337, 6476, 6525, 6574, 6713, 6762, 6811, 6950, 6999, 7048, 7187, 7236, 7285, 7424, 7473, 7522, 7661, 7710, 7759, 7898, 7947, 7996, 8135, 8184, 8233, 8372, 8421, 8470, 8609, 8658, 8707, 8846, 8895, 8944, 9083, 9132, 9181, 9320, 9369, 9418, 9557, 9606, 9655, 9794, 9843, 9892, 10031, 10080, 10129, 10268, 10317, 10366, 10505, 10554, 10603, 10742, 10791, 10840, 10979, 11028, 11077, 11216, 11265, 11314, 11453, 11502, 11551, 11690, 11739, 11788, 11927, 11976, 12025, 12164, 12213, 12262, 12401, 12450, 12499, 12638, 12687, 12736, 12875, 12924, 12973, 13112, 13161, 13210, 13349, 13398, 13447, 13586, 13635, 13684, 13823, 13872, 13921, 14060, 14109, 14158]"
O1_JQ_SVD_ORACLE,8,0.0,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[78, 127, 176, 315, 364, 413, 552, 601, 650, 789, 838, 887, 1026, 1075, 1124, 1263, 1312, 1361, 1500, 1549, 1598, 1737, 1786, 1835, 1974, 2023, 2072, 2211, 2260, 2309, 2448, 2497, 2546, 2685, 2734, 2783, 2922, 2971, 3020, 3159, 3208, 3257, 3396, 3445, 3494, 3633, 3682, 3731, 3870, 3919, 3968, 4107, 4156, 4205, 4344, 4393, 4442, 4581, 4630, 4679, 4818, 4867, 4916, 5055, 5104, 5153, 5292, 5341, 5390, 5529, 5578, 5627, 5766, 5815, 5864, 6003, 6052, 6101, 6240, 6289, 6338, 6477, 6526, 6575, 6714, 6763, 6812, 6951, 7000, 7049, 7188, 7237, 7286, 7425, 7474, 7523, 7662, 7711, 7760, 7899, 7948, 7997, 8136, 8185, 8234, 8373, 8422, 8471, 8610, 8659, 8708, 8847, 8896, 8945, 9084, 9133, 9182, 9321, 9370, 9419, 9558, 9607, 9656, 9795, 9844, 9893, 10032, 10081, 10130, 10269, 10318, 10367, 10506, 10555, 10604, 10743, 10792, 10841, 10980, 11029, 11078, 11217, 11266, 11315, 11454, 11503, 11552, 11691, 11740, 11789, 11928, 11977, 12026, 12165, 12214, 12263, 12402, 12451, 12500, 12639, 12688, 12737, 12876, 12925, 12974, 13113, 13162, 13211, 13350, 13399, 13448, 13587, 13636, 13685, 13824, 13873, 13922, 14061, 14110, 14159]"
O1_JQ_SVD_ORACLE,16,0.0,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[79, 128, 177, 316, 365, 414, 553, 602, 651, 790, 839, 888, 1027, 1076, 1125, 1264, 1313, 1362, 1501, 1550, 1599, 1738, 1787, 1836, 1975, 2024, 2073, 2212, 2261, 2310, 2449, 2498, 2547, 2686, 2735, 2784, 2923, 2972, 3021, 3160, 3209, 3258, 3397, 3446, 3495, 3634, 3683, 3732, 3871, 3920, 3969, 4108, 4157, 4206, 4345, 4394, 4443, 4582, 4631, 4680, 4819, 4868, 4917, 5056, 5105, 5154, 5293, 5342, 5391, 5530, 5579, 5628, 5767, 5816, 5865, 6004, 6053, 6102, 6241, 6290, 6339, 6478, 6527, 6576, 6715, 6764, 6813, 6952, 7001, 7050, 7189, 7238, 7287, 7426, 7475, 7524, 7663, 7712, 7761, 7900, 7949, 7998, 8137, 8186, 8235, 8374, 8423, 8472, 8611, 8660, 8709, 8848, 8897, 8946, 9085, 9134, 9183, 9322, 9371, 9420, 9559, 9608, 9657, 9796, 9845, 9894, 10033, 10082, 10131, 10270, 10319, 10368, 10507, 10556, 10605, 10744, 10793, 10842, 10981, 11030, 11079, 11218, 11267, 11316, 11455, 11504, 11553, 11692, 11741, 11790, 11929, 11978, 12027, 12166, 12215, 12264, 12403, 12452, 12501, 12640, 12689, 12738, 12877, 12926, 12975, 13114, 13163, 13212, 13351, 13400, 13449, 13588, 13637, 13686, 13825, 13874, 13923, 14062, 14111, 14160]"
O1_JQ_SVD_ORACLE,FULL,0.0,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[80, 129, 178, 317, 366, 415, 554, 603, 652, 791, 840, 889, 1028, 1077, 1126, 1265, 1314, 1363, 1502, 1551, 1600, 1739, 1788, 1837, 1976, 2025, 2074, 2213, 2262, 2311, 2450, 2499, 2548, 2687, 2736, 2785, 2924, 2973, 3022, 3161, 3210, 3259, 3398, 3447, 3496, 3635, 3684, 3733, 3872, 3921, 3970, 4109, 4158, 4207, 4346, 4395, 4444, 4583, 4632, 4681, 4820, 4869, 4918, 5057, 5106, 5155, 5294, 5343, 5392, 5531, 5580, 5629, 5768, 5817, 5866, 6005, 6054, 6103, 6242, 6291, 6340, 6479, 6528, 6577, 6716, 6765, 6814, 6953, 7002, 7051, 7190, 7239, 7288, 7427, 7476, 7525, 7664, 7713, 7762, 7901, 7950, 7999, 8138, 8187, 8236, 8375, 8424, 8473, 8612, 8661, 8710, 8849, 8898, 8947, 9086, 9135, 9184, 9323, 9372, 9421, 9560, 9609, 9658, 9797, 9846, 9895, 10034, 10083, 10132, 10271, 10320, 10369, 10508, 10557, 10606, 10745, 10794, 10843, 10982, 11031, 11080, 11219, 11268, 11317, 11456, 11505, 11554, 11693, 11742, 11791, 11930, 11979, 12028, 12167, 12216, 12265, 12404, 12453, 12502, 12641, 12690, 12739, 12878, 12927, 12976, 13115, 13164, 13213, 13352, 13401, 13450, 13589, 13638, 13687, 13826, 13875, 13924, 14063, 14112, 14161]"
B4_ENERGY95,FULL,0.01,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[81, 130, 179, 318, 367, 416, 555, 604, 653, 792, 841, 890, 1029, 1078, 1127, 1266, 1315, 1364, 1503, 1552, 1601, 1740, 1789, 1838, 1977, 2026, 2075, 2214, 2263, 2312, 2451, 2500, 2549, 2688, 2737, 2786, 2925, 2974, 3023, 3162, 3211, 3260, 3399, 3448, 3497, 3636, 3685, 3734, 3873, 3922, 3971, 4110, 4159, 4208, 4347, 4396, 4445, 4584, 4633, 4682, 4821, 4870, 4919, 5058, 5107, 5156, 5295, 5344, 5393, 5532, 5581, 5630, 5769, 5818, 5867, 6006, 6055, 6104, 6243, 6292, 6341, 6480, 6529, 6578, 6717, 6766, 6815, 6954, 7003, 7052, 7191, 7240, 7289, 7428, 7477, 7526, 7665, 7714, 7763, 7902, 7951, 8000, 8139, 8188, 8237, 8376, 8425, 8474, 8613, 8662, 8711, 8850, 8899, 8948, 9087, 9136, 9185, 9324, 9373, 9422, 9561, 9610, 9659, 9798, 9847, 9896, 10035, 10084, 10133, 10272, 10321, 10370, 10509, 10558, 10607, 10746, 10795, 10844, 10983, 11032, 11081, 11220, 11269, 11318, 11457, 11506, 11555, 11694, 11743, 11792, 11931, 11980, 12029, 12168, 12217, 12266, 12405, 12454, 12503, 12642, 12691, 12740, 12879, 12928, 12977, 13116, 13165, 13214, 13353, 13402, 13451, 13590, 13639, 13688, 13827, 13876, 13925, 14064, 14113, 14162]"
B2_FULL_PARAMETER_SKETCH,4,0.01,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[82, 131, 180, 319, 368, 417, 556, 605, 654, 793, 842, 891, 1030, 1079, 1128, 1267, 1316, 1365, 1504, 1553, 1602, 1741, 1790, 1839, 1978, 2027, 2076, 2215, 2264, 2313, 2452, 2501, 2550, 2689, 2738, 2787, 2926, 2975, 3024, 3163, 3212, 3261, 3400, 3449, 3498, 3637, 3686, 3735, 3874, 3923, 3972, 4111, 4160, 4209, 4348, 4397, 4446, 4585, 4634, 4683, 4822, 4871, 4920, 5059, 5108, 5157, 5296, 5345, 5394, 5533, 5582, 5631, 5770, 5819, 5868, 6007, 6056, 6105, 6244, 6293, 6342, 6481, 6530, 6579, 6718, 6767, 6816, 6955, 7004, 7053, 7192, 7241, 7290, 7429, 7478, 7527, 7666, 7715, 7764, 7903, 7952, 8001, 8140, 8189, 8238, 8377, 8426, 8475, 8614, 8663, 8712, 8851, 8900, 8949, 9088, 9137, 9186, 9325, 9374, 9423, 9562, 9611, 9660, 9799, 9848, 9897, 10036, 10085, 10134, 10273, 10322, 10371, 10510, 10559, 10608, 10747, 10796, 10845, 10984, 11033, 11082, 11221, 11270, 11319, 11458, 11507, 11556, 11695, 11744, 11793, 11932, 11981, 12030, 12169, 12218, 12267, 12406, 12455, 12504, 12643, 12692, 12741, 12880, 12929, 12978, 13117, 13166, 13215, 13354, 13403, 13452, 13591, 13640, 13689, 13828, 13877, 13926, 14065, 14114, 14163]"
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,8,per_prompt,actual_d,primary,3,"[0, 1, 2]",180,10,MATCHES_B0_EXACTLY,"[83, 132, 181, 320, 369, 418, 557, 606, 655, 794, 843, 892, 1031, 1080, 1129, 1268, 1317, 1366, 1505, 1554, 1603, 1742, 1791, 1840, 1979, 2028, 2077, 2216, 2265, 2314, 2453, 2502, 2551, 2690, 2739, 2788, 2927, 2976, 3025, 3164, 3213, 3262, 3401, 3450, 3499, 3638, 3687, 3736, 3875, 3924, 3973, 4112, 4161, 4210, 4349, 4398, 4447, 4586, 4635, 4684, 4823, 4872, 4921, 5060, 5109, 5158, 5297, 5346, 5395, 5534, 5583, 5632, 5771, 5820, 5869, 6008, 6057, 6106, 6245, 6294, 6343, 6482, 6531, 6580, 6719, 6768, 6817, 6956, 7005, 7054, 7193, 7242, 7291, 7430, 7479, 7528, 7667, 7716, 7765, 7904, 7953, 8002, 8141, 8190, 8239, 8378, 8427, 8476, 8615, 8664, 8713, 8852, 8901, 8950, 9089, 9138, 9187, 9326, 9375, 9424, 9563, 9612, 9661, 9800, 9849, 9898, 10037, 10086, 10135, 10274, 10323, 10372, 10511, 10560, 10609, 10748, 10797, 10846, 10985, 11034, 11083, 11222, 11271, 11320, 11459, 11508, 11557, 11696, 11745, 11794, 11933, 11982, 12031, 12170, 12219, 12268, 12407, 12456, 12505, 12644, 12693, 12742, 12881, 12930, 12979, 13118, 13167, 13216, 13355, 13404, 13453, 13592, 13641, 13690, 13829, 13878, 13927, 14066, 14115, 14164]"
B5_EXACT_SELECTED_DIAGNOSTIC,1,0.01,64,8,per_prompt,actual_d,robust,5,"[0, 1, 2, 3, 4]",300,10,MATCHES_B0_EXACTLY,"[83, 132, 181, 212, 216, 320, 369, 418, 449, 453, 557, 606, 655, 686, 690, 794, 843, 892, 923, 927, 1031, 1080, 1129, 1160, 1164, 1268, 1317, 1366, 1397, 1401, 1505, 1554, 1603, 1634, 1638, 1742, 1791, 1840, 1871, 1875, 1979, 2028, 2077, 2108, 2112, 2216, 2265, 2314, 2345, 2349, 2453, 2502, 2551, 2582, 2586, 2690, 2739, 2788, 2819, 2823, 2927, 2976, 3025, 3056, 3060, 3164, 3213, 3262, 3293, 3297, 3401, 3450, 3499, 3530, 3534, 3638, 3687, 3736, 3767, 3771, 3875, 3924, 3973, 4004, 4008, 4112, 4161, 4210, 4241, 4245, 4349, 4398, 4447, 4478, 4482, 4586, 4635, 4684, 4715, 4719, 4823, 4872, 4921, 4952, 4956, 5060, 5109, 5158, 5189, 5193, 5297, 5346, 5395, 5426, 5430, 5534, 5583, 5632, 5663, 5667, 5771, 5820, 5869, 5900, 5904, 6008, 6057, 6106, 6137, 6141, 6245, 6294, 6343, 6374, 6378, 6482, 6531, 6580, 6611, 6615, 6719, 6768, 6817, 6848, 6852, 6956, 7005, 7054, 7085, 7089, 7193, 7242, 7291, 7322, 7326, 7430, 7479, 7528, 7559, 7563, 7667, 7716, 7765, 7796, 7800, 7904, 7953, 8002, 8033, 8037, 8141, 8190, 8239, 8270, 8274, 8378, 8427, 8476, 8507, 8511, 8615, 8664, 8713, 8744, 8748, 8852, 8901, 8950, 8981, 8985, 9089, 9138, 9187, 9218, 9222, 9326, 9375, 9424, 9455, 9459, 9563, 9612, 9661, 9692, 9696, 9800, 9849, 9898, 9929, 9933, 10037, 10086, 10135, 10166, 10170, 10274, 10323, 10372, 10403, 10407, 10511, 10560, 10609, 10640, 10644, 10748, 10797, 10846, 10877, 10881, 10985, 11034, 11083, 11114, 11118, 11222, 11271, 11320, 11351, 11355, 11459, 11508, 11557, 11588, 11592, 11696, 11745, 11794, 11825, 11829, 11933, 11982, 12031, 12062, 12066, 12170, 12219, 12268, 12299, 12303, 12407, 12456, 12505, 12536, 12540, 12644, 12693, 12742, 12773, 12777, 12881, 12930, 12979, 13010, 13014, 13118, 13167, 13216, 13247, 13251, 13355, 13404, 13453, 13484, 13488, 13592, 13641, 13690, 13721, 13725, 13829, 13878, 13927, 13958, 13962, 14066, 14115, 14164, 14195, 14199]"
B0_PERSISTENCE,0,0.0,16,8,per_prompt,actual_d,robust,5,"[0, 1, 2, 3, 4]",300,10,MATCHES_B0_EXACTLY,"[189, 193, 197, 201, 205, 426, 430, 434, 438, 442, 663, 667, 671, 675, 679, 900, 904, 908, 912, 916, 1137, 1141, 1145, 1149, 1153, 1374, 1378, 1382, 1386, 1390, 1611, 1615, 1619, 1623, 1627, 1848, 1852, 1856, 1860, 1864, 2085, 2089, 2093, 2097, 2101, 2322, 2326, 2330, 2334, 2338, 2559, 2563, 2567, 2571, 2575, 2796, 2800, 2804, 2808, 2812, 3033, 3037, 3041, 3045, 3049, 3270, 3274, 3278, 3282, 3286, 3507, 3511, 3515, 3519, 3523, 3744, 3748, 3752, 3756, 3760, 3981, 3985, 3989, 3993, 3997, 4218, 4222, 4226, 4230, 4234, 4455, 4459, 4463, 4467, 4471, 4692, 4696, 4700, 4704, 4708, 4929, 4933, 4937, 4941, 4945, 5166, 5170, 5174, 5178, 5182, 5403, 5407, 5411, 5415, 5419, 5640, 5644, 5648, 5652, 5656, 5877, 5881, 5885, 5889, 5893, 6114, 6118, 6122, 6126, 6130, 6351, 6355, 6359, 6363, 6367, 6588, 6592, 6596, 6600, 6604, 6825, 6829, 6833, 6837, 6841, 7062, 7066, 7070, 7074, 7078, 7299, 7303, 7307, 7311, 7315, 7536, 7540, 7544, 7548, 7552, 7773, 7777, 7781, 7785, 7789, 8010, 8014, 8018, 8022, 8026, 8247, 8251, 8255, 8259, 8263, 8484, 8488, 8492, 8496, 8500, 8721, 8725, 8729, 8733, 8737, 8958, 8962, 8966, 8970, 8974, 9195, 9199, 9203, 9207, 9211, 9432, 9436, 9440, 9444, 9448, 9669, 9673, 9677, 9681, 9685, 9906, 9910, 9914, 9918, 9922, 10143, 10147, 10151, 10155, 10159, 10380, 10384, 10388, 10392, 10396, 10617, 10621, 10625, 10629, 10633, 10854, 10858, 10862, 10866, 10870, 11091, 11095, 11099, 11103, 11107, 11328, 11332, 11336, 11340, 11344, 11565, 11569, 11573, 11577, 11581, 11802, 11806, 11810, 11814, 11818, 12039, 12043, 12047, 12051, 12055, 12276, 12280, 12284, 12288, 12292, 12513, 12517, 12521, 12525, 12529, 12750, 12754, 12758, 12762, 12766, 12987, 12991, 12995, 12999, 13003, 13224, 13228, 13232, 13236, 13240, 13461, 13465, 13469, 13473, 13477, 13698, 13702, 13706, 13710, 13714, 13935, 13939, 13943, 13947, 13951, 14172, 14176, 14180, 14184, 14188]"
B6_FULL_Q_RIDGE,FULL,0.01,16,8,per_prompt,actual_d,robust,5,"[0, 1, 2, 3, 4]",300,10,MATCHES_B0_EXACTLY,"[190, 194, 198, 202, 206, 427, 431, 435, 439, 443, 664, 668, 672, 676, 680, 901, 905, 909, 913, 917, 1138, 1142, 1146, 1150, 1154, 1375, 1379, 1383, 1387, 1391, 1612, 1616, 1620, 1624, 1628, 1849, 1853, 1857, 1861, 1865, 2086, 2090, 2094, 2098, 2102, 2323, 2327, 2331, 2335, 2339, 2560, 2564, 2568, 2572, 2576, 2797, 2801, 2805, 2809, 2813, 3034, 3038, 3042, 3046, 3050, 3271, 3275, 3279, 3283, 3287, 3508, 3512, 3516, 3520, 3524, 3745, 3749, 3753, 3757, 3761, 3982, 3986, 3990, 3994, 3998, 4219, 4223, 4227, 4231, 4235, 4456, 4460, 4464, 4468, 4472, 4693, 4697, 4701, 4705, 4709, 4930, 4934, 4938, 4942, 4946, 5167, 5171, 5175, 5179, 5183, 5404, 5408, 5412, 5416, 5420, 5641, 5645, 5649, 5653, 5657, 5878, 5882, 5886, 5890, 5894, 6115, 6119, 6123, 6127, 6131, 6352, 6356, 6360, 6364, 6368, 6589, 6593, 6597, 6601, 6605, 6826, 6830, 6834, 6838, 6842, 7063, 7067, 7071, 7075, 7079, 7300, 7304, 7308, 7312, 7316, 7537, 7541, 7545, 7549, 7553, 7774, 7778, 7782, 7786, 7790, 8011, 8015, 8019, 8023, 8027, 8248, 8252, 8256, 8260, 8264, 8485, 8489, 8493, 8497, 8501, 8722, 8726, 8730, 8734, 8738, 8959, 8963, 8967, 8971, 8975, 9196, 9200, 9204, 9208, 9212, 9433, 9437, 9441, 9445, 9449, 9670, 9674, 9678, 9682, 9686, 9907, 9911, 9915, 9919, 9923, 10144, 10148, 10152, 10156, 10160, 10381, 10385, 10389, 10393, 10397, 10618, 10622, 10626, 10630, 10634, 10855, 10859, 10863, 10867, 10871, 11092, 11096, 11100, 11104, 11108, 11329, 11333, 11337, 11341, 11345, 11566, 11570, 11574, 11578, 11582, 11803, 11807, 11811, 11815, 11819, 12040, 12044, 12048, 12052, 12056, 12277, 12281, 12285, 12289, 12293, 12514, 12518, 12522, 12526, 12530, 12751, 12755, 12759, 12763, 12767, 12988, 12992, 12996, 13000, 13004, 13225, 13229, 13233, 13237, 13241, 13462, 13466, 13470, 13474, 13478, 13699, 13703, 13707, 13711, 13715, 13936, 13940, 13944, 13948, 13952, 14173, 14177, 14181, 14185, 14189]"
